Attr_id;Chapter_id;Chapter_name;Table_id;Table_name;Description
321;3;Rainfall;3.1;No. of Raingauge Stations Annual Normal Rainfall and Rainy Days;Rainy Days,Annual Normal Rainfall 1961-2010
322;3;Rainfall;3.1;No. of Raingauge Stations Annual Normal Rainfall and Rainy Days;Normal Rainfall,Annual Normal Rainfall 1961-2010
323;3;Rainfall;3.2;Actual Annual Rainfall;2009,Actual Annual Rainfall from 2009 to 2019 mm
324;3;Rainfall;3.2;Actual Annual Rainfall;2010,Actual Annual Rainfall from 2009 to 2019 mm
325;3;Rainfall;3.2;Actual Annual Rainfall;2011,Actual Annual Rainfall from 2009 to 2019 mm
326;3;Rainfall;3.2;Actual Annual Rainfall;2012,Actual Annual Rainfall from 2009 to 2019 mm
327;3;Rainfall;3.2;Actual Annual Rainfall;2013,Actual Annual Rainfall from 2009 to 2019 mm
328;3;Rainfall;3.2;Actual Annual Rainfall;2014,Actual Annual Rainfall from 2009 to 2019 mm
329;3;Rainfall;3.2;Actual Annual Rainfall;2015,Actual Annual Rainfall from 2009 to 2019 mm
330;3;Rainfall;3.2;Actual Annual Rainfall;2016,Actual Annual Rainfall from 2009 to 2019 mm
331;3;Rainfall;3.2;Actual Annual Rainfall;2017,Actual Annual Rainfall from 2009 to 2019 mm
332;3;Rainfall;3.2;Actual Annual Rainfall;2018,Actual Annual Rainfall from 2009 to 2019 mm
333;3;Rainfall;3.2;Actual Annual Rainfall;2019,Actual Annual Rainfall from 2009 to 2019 mm
334;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;Geographical Area
335;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;Forest
336;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;% of Forest Area to Geographical Area
337;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;Non agricultural uses,Land not available for Cultivation
338;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;Barren Uncultivatable Land,Land not available for Cultivation
339;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;Total,Land not available for Cultivation
340;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;% of Land not available for Cultivation to Geographical Area,Land not available for Cultivation
341;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;Cultivable waste,Other Uncultivated Land
342;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;Permanent Pasture,Other Uncultivated Land
343;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;% of Permanent Pasture to Geographical Area,Other Uncultivated Land
344;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;Trees and Groves,Other Uncultivated Land
345;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;Total,Other Uncultivated Land
346;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;Current,Fallow Land
347;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;Other,Fallow Land
348;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;Total,Fallow Land
349;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;Net,Area sown
350;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;More than Once,Area sown
351;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;Total,Area sown
352;4;Agriculture, Horticulture & Sericulture;4.1;Land Utilization in Hectares 2018-19;Net area Sown to Geographical Area,Area sown
353;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018-19;Length in kms,canals,Gross and Gross Net Area Irrigated
354;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018-19;Gross Irrigated Area,canals,Gross and Gross Net Area Irrigated
355;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018-19;Gross Net Area Irrigated,canals,Gross and Gross Net Area Irrigated
356;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018-19;Nos,Tanks,Gross and Gross Net Area Irrigated
357;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018-19;Gross Irrigated Area,Tanks,Gross and Gross Net Area Irrigated
358;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018-19;Gross Net Area Irrigated,Tanks,Gross and Gross Net Area Irrigated
359;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018-19;Nos,Open,Gross and Gross Net Area Irrigated
360;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018-19;Gross Irrigated Area,Open,Gross and Gross Net Area Irrigated
361;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018-19;Gross Net Area Irrigated,Open,Gross and Gross Net Area Irrigated
362;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Nos,Tube wells,Gross Net Area Irrigated Hectares
363;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Gross Irrigated Area,Tube wells,Gross Net Area Irrigated Hectares
364;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Gross Net Area Irrigated,Tube wells,Gross Net Area Irrigated Hectares
365;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Nos,Lift Irrigation,Gross Net Area Irrigated Hectares
366;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Gross Irrigated Area,Lift Irrigation,Gross Net Area Irrigated Hectares
367;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Net Area Irrigated,Lift Irrigation,Gross Net Area Irrigated Hectares
368;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Gross Irrigated Area,Gross Net Area Irrigated Hectares
369;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Gross Net Area Irrigated,Gross Net Area Irrigated Hectares
370;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Gross Irrigated Area,Total,Gross Net Area Irrigated Hectares
371;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;Gross Net Area Irrigated,Total,Gross Net Area Irrigated Hectares
372;4;Agriculture, Horticulture & Sericulture;4.2;Gross and Net area Irrigated under different Sources 2018- 19;% of Gross Net Area Irrigated to Gross Net Area Sown
373;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Paddy,Area under Cereals
374;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Jowar,Area under Cereals
375;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Bajra,Area under Cereals
376;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Maize,Area under Cereals
377;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Ragi,Area under Cereals
378;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Wheat,Area under Cereals
379;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Others Cereals,Area under Cereals
380;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Area under Cereals
381;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Tur,Area Under Pulses
382;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Horse Gram,Area Under Pulses
383;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Black Gram,Area Under Pulses
384;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Green Gram,Area Under Pulses
385;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Avare,Area Under Pulses
386;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Cowpea,Area Under Pulses
387;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Bengal Gram,Pulses
388;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Other Pulses,Pulses
389;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Total Pulses including Tur Bengal Gram,Pulses
390;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Total Food Grains,Pulses
391;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;% of under food grains to total area sown
392;4;Agriculture, Horticulture & Sericulture;4.3;Area Under Principal crops in Hectares 2018-19;Total Area of Flower Crops
393;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Crops in Hectares 2018-19;Ground Nut,oil seeds
394;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Crops in Hectares 2018-19;Sun Flower,oil seeds
395;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Crops in Hectares 2018-19;Saf flower,oil seeds
396;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Crops in Hectares 2018-19;Castor,oil seeds
397;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Crops in Hectares 2018-19;Sesamum,oil seeds
398;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Crops in Hectares 2018-19;Niger,oil seeds
399;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Crops in Hectares 2018-19;Soyabean,oil seeds
400;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Crops in Hectares 2018-19;Linseed,oil seeds
401;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Crops in Hectares 2018-19;Other Oil seeds,oil seeds
402;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Crops in Hectares 2018-19;Total Oil Seeds,oil seeds
403;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Crops in Hectares 2018-19;% of areaunder Oil Seeds to Total Area Sown
404;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Banana,Fruits
405;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Mango,Fruits
406;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Lemon,Fruits
407;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Pineapple,Fruits
408;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Guava,Fruits
409;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Grapes,Fruits
410;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Sapota,Fruits
411;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Pomogranate,Fruits
412;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Papaya,Fruits
413;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Oranage,Fruits
414;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Watermelon,Fruits
415;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Others,Fruits
416;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Total,Fruits
417;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Tomato,Vegetables
418;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Brinjal,Vegetables
419;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Cucumber,Vegetables
420;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Beans,Vegetables
421;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Cluster Beans,Vegetables
422;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Cabbage,Vegetables
423;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Ridge Gourd,Vegetables
424;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Bitter Gourd,Vegetables
425;4;Agriculture, Horticulture & Sericulture;4.4;Area Under Principal Horticulture Crops in Hectares 2018-19;Raddish,Vegetables
